"id	artistid	artist	title	compound_score",,
"10863	754	Beastie Boys	No Sleep 'til Brooklyn	0.9808",,
"10864	754	Beastie Boys	No Sleep Till Brooklyn	0.8143",,
"10865	754	Beastie Boys	Paul Revere	0.7095",,
"10867	754	Beastie Boys	Posse In Effect	0.5525",,
"10868	754	Beastie Boys	Remote Control	0.9719",,
"10869	754	Beastie Boys	Rhymin' &amp; Stealin'	-0.9965",,
"10870	754	Beastie Boys	Rhymin' And Stealin'	-0.9908",,
"10871	754	Beastie Boys	Ricky's Theme	-0.995",,
"10872	754	Beastie Boys	Root Down (beastie Boys)	0.9198",,
"10873	754	Beastie Boys	Sabotage	-0.6249",,
"10874	754	Beastie Boys	She's Crafty	-0.9796",,
"10875	754	Beastie Boys	She's On It	-0.4019",,
"10876	754	Beastie Boys	Skills To Pay The Bills	0.595",,
"10877	754	Beastie Boys	Slow & Low	0.9551",,
"10878	754	Beastie Boys	Slow And Low	0.9551",,
"10879	754	Beastie Boys	Slow Ride	0.8314",,
"10880	754	Beastie Boys	Sneakin' Out The Hospital	0.6221",,
"10881	754	Beastie Boys	So What'cha Want	0.9061",,
"10883	754	Beastie Boys	Song For The Man	-0.4215",,
"10884	754	Beastie Boys	Super Disco Breakin	0.2091",,
"10885	754	Beastie Boys	Super Disco Disco Breakin	0.2091",,
"10886	754	Beastie Boys	Sure Shot	0.9489",,
"10887	754	Beastie Boys	The Biz Vs The Nuge	0.4588",,
"10888	754	Beastie Boys	The Grasshopper Unit (keep Movin')	-0.0926",,
"10889	754	Beastie Boys	The Grasshopper Unit(keep Movin')	-0.0926",,
"10890	754	Beastie Boys	The Move	-0.5093",,
"10891	754	Beastie Boys	The Negotiation Limerick File	-0.2022",,
"10892	754	Beastie Boys	The New Style	0.9719",,
"10893	754	Beastie Boys	The Update	0.6124",,
"10894	754	Beastie Boys	Three Mc's & One Dj	0.9072",,
"10895	754	Beastie Boys	Three Mc's And One Dj	0.9458",,
"10897	754	Beastie Boys	Tough Guy	-0.5106",,
"10898	754	Beastie Boys	Unite	0.9779",,
"10899	755	Beasty Boys	Body Movin	0.9802",,
"10900	756	Beat	Rock And Roll Girl	0.9642",,
"10901	757	Beat The Clock	Could I Borrow	0.9262",,
"10902	758	Beate	Die Band ( Die Jeder Kennt )	-0.7312",,
"10903	760	Beau Dommage	Chapp&#233; Belle	-0.4215",,
"10904	760	Beau Dommage	Harmonie Du Soir Ch&#226;teauguay	-0.9325",,
"10906	760	Beau Dommage	Montr&#233;al	0.6597",,
"10907	760	Beau Dommage	Quand Rose Va Chez Son Fils	0.3612",,
"10908	760	Beau Dommage	Tous Les Palmiers	-0.5423",,
"10909	760	Beau Dommage	Tout Va Bien	0.5267",,
"10910	761	Beaudommage	La Complainte Du Phoque En Alaska	-0.25",,
"10911	762	Beautiful South	36d	0.9514",,
"10912	762	Beautiful South	A Little Time	0.9353",,
"10913	762	Beautiful South	Bell Bottomed Tear	0.1027",,
"10914	762	Beautiful South	Big Coin	0.5692",,
"10915	762	Beautiful South	Blackbird On The Wire	0.9265",,
"10916	762	Beautiful South	Domino Man	-0.9154",,
"10917	762	Beautiful South	Dumb	-0.9062",,
"10918	762	Beautiful South	Foundations	0.9217",,
"10919	762	Beautiful South	From Under The Covers	0.6149",,
"10920	762	Beautiful South	Good As Gold (stupid As Mud)	0.9688",,
"10921	762	Beautiful South	Have Fun	0.886",,
"10922	762	Beautiful South	Have You Ever Been Away	0.3939",,
"10923	762	Beautiful South	Here It Is Again	0.9834",,
"10924	762	Beautiful South	How Long's A Tear Take To Dry?	-0.9193",,
"10925	762	Beautiful South	I Hate You (but You're Interesting)	0.7425",,
"10926	762	Beautiful South	I Love You (but You're Boring)	0.9337",,
"10927	762	Beautiful South	I My Be Ugly	0.951",,
"10928	762	Beautiful South	I Think The Answers Yes	-0.9402",,
"10929	762	Beautiful South	I Think The Answer's Yes	0.9446",,
"10930	762	Beautiful South	I'll Sail This Ship Alone	-0.5106",,
"10931	762	Beautiful South	I'm Your No 1 Fan	0.2656",,
"10932	762	Beautiful South	I've Come For My Award	0.9907",,
"10933	762	Beautiful South	Les Yeux Ouverts	0.9246",,
"10934	762	Beautiful South	Les Yeux Ouverts (dream A Little Dream Of Me)	-0.128",,
"10935	762	Beautiful South	Let Love Speak Up Itself	-0.9844",,
"10936	762	Beautiful South	Liar's Bar	-0.9603",,
"10937	762	Beautiful South	Little Blue	0.9856",,
"10938	762	Beautiful South	Look What I Found In My Beer	0.9217",,
"10939	762	Beautiful South	Losing Things	-0.9423",,
"10940	762	Beautiful South	Love Is	0.9926",,
"10941	762	Beautiful South	My Book	-0.6358",,
"10942	762	Beautiful South	Oh Blackpool	0.8135",,
"10943	762	Beautiful South	Old Red Eyes Is Back	-0.3612",,
"10944	762	Beautiful South	One God	0.9742",,
"10945	762	Beautiful South	One Last Love Song	0.8074",,
"10946	762	Beautiful South	Perfect 10	0.9927",,
"10947	762	Beautiful South	Pocket	0.9479",,
"10948	762	Beautiful South	Prettiest Eyes	0.979",,
"10949	762	Beautiful South	Rotterdam (or Anywhere)	-0.8352",,
"10950	762	Beautiful South	Should've Kept My Eyes Shut	0.1506",,
"10951	762	Beautiful South	Something That You Said	0.9841",,
"10952	762	Beautiful South	Song For Whoever	0.5104",,
"10953	762	Beautiful South	Straight In At 37	-0.6946",,
"10954	762	Beautiful South	The Lure Of The Sea	-0.8593",,
"10955	762	Beautiful South	The Rocking Chair	0.8523",,
"10956	762	Beautiful South	The Slide	-0.9756",,
"10957	762	Beautiful South	The Sound Of North America	0.886",,
"10958	762	Beautiful South	The Table	0.9097",,
"10959	762	Beautiful South	Tonight I Fancy Myself	0.98",,
"10960	762	Beautiful South	We Are Each Other	0.7608",,
"10961	762	Beautiful South	We'll Deal With You Later	-0.6299",,
"10962	762	Beautiful South	When I'm 84	0.3612",,
